bin_count,dataset,seed,AUC,AUPRC,F1,Precision,Recall,Runtime,labels_consumed_during_fit
32,Grid-Network,456,0.9348550724637681,0.7844273900312868,0.7282608695652174,0.7282608695652174,0.7282608695652174,2.550096699997084,False
32,Grid-Network,789,0.9336257246376811,0.7205241646814148,0.6340579710144928,0.6340579710144928,0.6340579710144928,2.73601019999478,False
32,Grid-Network,1024,0.9104557971014491,0.707479232169074,0.6322463768115942,0.6322463768115942,0.6322463768115942,2.9157467000186443,False
32,Grid-Network,2048,0.9068358695652174,0.7210183532030371,0.6630434782608695,0.6630434782608695,0.6630434782608695,2.5901493999990635,False
32,Grid-Network,3072,0.9098278985507245,0.7425671345920775,0.6485507246376812,0.6485507246376812,0.6485507246376812,2.7423708999995142,False
32,Grid-Network,4096,0.9294724637681159,0.7607923338828733,0.6902173913043478,0.6902173913043478,0.6902173913043478,2.923933500016574,False
32,Grid-Network,5120,0.9248239130434782,0.7525044732573338,0.6684782608695652,0.6684782608695652,0.6684782608695652,3.0303710000007413,False
32,Grid-Network,6144,0.9165224637681161,0.7406155727598018,0.6340579710144928,0.6340579710144928,0.6340579710144928,2.3111123999988195,False
32,Porto-derived,42,0.9738271739130434,0.8662218299337417,0.7916666666666666,0.7916666666666666,0.7916666666666666,1.5076236000168137,False
32,Porto-derived,123,0.9692666666666666,0.7769208281367221,0.7463768115942029,0.7463768115942029,0.7463768115942029,2.583354700007476,False
32,Porto-derived,456,0.9666536231884058,0.8401590176316125,0.7572463768115942,0.7572463768115942,0.7572463768115942,1.4534754999913275,False
32,Porto-derived,789,0.9577123188405796,0.7410691906598507,0.6630434782608695,0.6630434782608695,0.6630434782608695,2.589906000008341,False
32,Porto-derived,1024,0.9589884057971014,0.7571887845516897,0.6757246376811594,0.6757246376811594,0.6757246376811594,2.012040800007526,False
32,Synthetic,42,0.8919547101449276,0.7141409231836517,0.7210144927536232,0.7210144927536232,0.7210144927536232,3.7755781000014395,False
32,Synthetic,123,0.8658807971014493,0.6051739338629356,0.5942028985507246,0.5942028985507246,0.5942028985507246,3.739939199993387,False
32,Synthetic,456,0.8461655797101448,0.5723256049374346,0.5742753623188406,0.5742753623188406,0.5742753623188406,3.3352631000161637,False
32,Synthetic,789,0.8411601449275362,0.5734496417762347,0.5597826086956522,0.5597826086956522,0.5597826086956522,1.765579400002025,False
32,Synthetic,1024,0.8429963768115941,0.5545147826802396,0.5452898550724637,0.5452898550724637,0.5452898550724637,1.851058500004001,False
32,Synthetic,2048,0.9150442028985506,0.7539572165816164,0.7264492753623188,0.7264492753623188,0.7264492753623188,3.5877824000199325,False
32,Synthetic,3072,0.8508568840579709,0.5633112467526242,0.5452898550724637,0.5452898550724637,0.5452898550724637,1.9373650000197813,False
32,Synthetic,4096,0.8650050724637681,0.5950933201794656,0.5615942028985508,0.5615942028985508,0.5615942028985508,1.9630417000153102,False
32,Synthetic,5120,0.9086826086956522,0.7644567572988105,0.7427536231884058,0.7427536231884058,0.7427536231884058,3.1003750000090804,False
32,Synthetic,6144,0.8673210144927538,0.5772063680993686,0.5652173913043478,0.5652173913043478,0.5652173913043478,3.737431599991396,False
