dataset,method,seed,AUC,AUPRC,F1,Precision,Recall,Runtime
Synthetic,Shape-KNN,4096,0.9313302536231884,0.7798553172323445,0.7264492753623188,0.7264492753623188,0.7264492753623188,38.33384809270501
Synthetic,Shape-KNN,5120,0.9256945652173914,0.7482732192862221,0.6992753623188406,0.6992753623188406,0.6992753623188406,39.40068110404536
Synthetic,Shape-KNN,6144,0.9349170289855073,0.7857224092129941,0.730072463768116,0.730072463768116,0.730072463768116,24.00893584312871
Synthetic,SegmentOD,42,0.8019711956521739,0.5536295529618086,0.5253623188405797,0.5253623188405797,0.5253623188405797,1.1995806191116571
Synthetic,SegmentOD,123,0.7919655797101449,0.5163389588479411,0.4673913043478261,0.4673913043478261,0.4673913043478261,0.5860537141561508
Synthetic,SegmentOD,456,0.7800744565217392,0.5245025028734727,0.483695652173913,0.483695652173913,0.483695652173913,0.7540684989653528
Synthetic,SegmentOD,789,0.7951259057971014,0.5055017352667622,0.4601449275362319,0.4601449275362319,0.4601449275362319,0.8481906126253307
Synthetic,SegmentOD,1024,0.7969894927536232,0.5144440034104522,0.47282608695652173,0.47282608695652173,0.47282608695652173,0.8437147978693247
Synthetic,SegmentOD,2048,0.7821355072463768,0.5032628323050977,0.4746376811594203,0.4746376811594203,0.4746376811594203,0.9532574089244008
Synthetic,SegmentOD,3072,0.8198507246376812,0.5647046651081744,0.5090579710144928,0.5090579710144928,0.5090579710144928,0.6854074690490961
Synthetic,SegmentOD,4096,0.7975851449275362,0.53017966450502,0.4782608695652174,0.4782608695652174,0.4782608695652174,0.6565022771246731
Synthetic,SegmentOD,5120,0.776515036231884,0.5069651420347285,0.47101449275362317,0.47101449275362317,0.47101449275362317,0.5439548268914223
Synthetic,SegmentOD,6144,0.8047235507246376,0.5495546162260959,0.5036231884057971,0.5036231884057971,0.5036231884057971,0.6437826449982822
Synthetic,TADS,42,0.7414282608695651,0.28589952427388426,0.33152173913043476,0.33152173913043476,0.33152173913043476,9.103292237967253
Synthetic,TADS,123,0.730033695652174,0.28131418980872697,0.3496376811594203,0.3496376811594203,0.3496376811594203,5.852489747107029
Synthetic,TADS,456,0.713584420289855,0.2441252765742928,0.3115942028985507,0.3115942028985507,0.3115942028985507,4.760662641376257
Synthetic,TADS,789,0.7184456521739131,0.2571789221824511,0.3278985507246377,0.3278985507246377,0.3278985507246377,5.352114289067686
Synthetic,TADS,1024,0.7269384057971015,0.29087315817459924,0.3496376811594203,0.3496376811594203,0.3496376811594203,5.646952331997454
Synthetic,TADS,2048,0.728581884057971,0.2768489386312451,0.3134057971014493,0.3134057971014493,0.3134057971014493,7.396550010424107
Synthetic,TADS,3072,0.7395510869565217,0.27535538698234485,0.32608695652173914,0.32608695652173914,0.32608695652173914,4.82317035086453
Synthetic,TADS,4096,0.7292268115942029,0.2805611053407357,0.3242753623188406,0.3242753623188406,0.3242753623188406,4.8250618148595095
Synthetic,TADS,5120,0.7427021739130435,0.2905063009342429,0.34601449275362317,0.34601449275362317,0.34601449275362317,4.7441840074025095
Synthetic,TADS,6144,0.7431659420289857,0.2830293266344832,0.3351449275362319,0.3351449275362319,0.3351449275362319,5.6799566661939025
Synthetic,Profile-TAD,42,0.6979,0.16067789755693695,0.161231884057971,0.161231884057971,0.161231884057971,1.7774019329808652
Synthetic,Profile-TAD,123,0.6894007246376812,0.15955193693390907,0.15760869565217392,0.15760869565217392,0.15760869565217392,2.65050452016294
Synthetic,Profile-TAD,456,0.7158043478260869,0.17891181188069777,0.18659420289855072,0.18659420289855072,0.18659420289855072,3.1332626813091338
Synthetic,Profile-TAD,789,0.7131431159420291,0.17420935193165837,0.18659420289855072,0.18659420289855072,0.18659420289855072,2.819865444675088
Synthetic,Profile-TAD,1024,0.7113760869565218,0.1767011756742868,0.20471014492753623,0.20471014492753623,0.20471014492753623,1.846657978836447
Synthetic,Profile-TAD,2048,0.7042467391304348,0.16439678006426406,0.17028985507246377,0.17028985507246377,0.17028985507246377,1.7278318558819592
Synthetic,Profile-TAD,3072,0.7051971014492753,0.167425889244522,0.17028985507246377,0.17028985507246377,0.17028985507246377,1.902254416141659
Synthetic,Profile-TAD,4096,0.7124039855072464,0.17510989459243265,0.17572463768115942,0.17572463768115942,0.17572463768115942,2.659049365669489
Synthetic,Profile-TAD,5120,0.7195434782608695,0.17716194496776058,0.1956521739130435,0.1956521739130435,0.1956521739130435,2.4978653909638524
Synthetic,Profile-TAD,6144,0.7270971014492754,0.1788025466330927,0.1956521739130435,0.1956521739130435,0.1956521739130435,2.634738768916577
Synthetic,LSTM-AE,42,0.9395097826086957,0.8686960001684831,0.8134057971014492,0.8134057971014492,0.8134057971014492,24.423342420719564
Synthetic,LSTM-AE,123,0.9388286231884058,0.8546130182504604,0.7934782608695652,0.7934782608695652,0.7934782608695652,24.119527101051062
Synthetic,LSTM-AE,456,0.9389597826086957,0.8541233185680926,0.7916666666666666,0.7916666666666666,0.7916666666666666,24.298703622072935
Synthetic,LSTM-AE,789,0.9355521739130435,0.8345470325681652,0.769927536231884,0.769927536231884,0.769927536231884,20.943272326141596
Synthetic,LSTM-AE,1024,0.9464597826086956,0.8565876746503494,0.7880434782608695,0.7880434782608695,0.7880434782608695,20.32109761610627
Synthetic,LSTM-AE,2048,0.9458771739130434,0.8767647568560395,0.8115942028985508,0.8115942028985508,0.8115942028985508,22.30601337272674
Synthetic,LSTM-AE,3072,0.9620413043478261,0.8847735959209084,0.8152173913043478,0.8152173913043478,0.8152173913043478,22.54031912982464
Synthetic,LSTM-AE,4096,0.9568557971014493,0.8802624416389457,0.8134057971014492,0.8134057971014492,0.8134057971014492,21.713130875024945
Synthetic,LSTM-AE,5120,0.9338192028985507,0.8148028956953169,0.7373188405797102,0.7373188405797102,0.7373188405797102,18.611179638188332
Synthetic,LSTM-AE,6144,0.9485554347826087,0.8674748544672835,0.8097826086956522,0.8097826086956522,0.8097826086956522,21.112466941121966
Synthetic,USAD,42,0.8340394927536232,0.4934705180721721,0.4746376811594203,0.4746376811594203,0.4746376811594203,32.75553788198158
Synthetic,USAD,123,0.8542188405797102,0.55927730965842,0.5471014492753623,0.5471014492753623,0.5471014492753623,33.825027155689895
Synthetic,USAD,456,0.8595739130434783,0.5352845200834121,0.5271739130434783,0.5271739130434783,0.5271739130434783,31.373707613907754
Synthetic,USAD,789,0.8306815217391305,0.42747562584151916,0.45471014492753625,0.45471014492753625,0.45471014492753625,30.963202673010528
Synthetic,USAD,1024,0.8427416666666666,0.5127757659348902,0.519927536231884,0.519927536231884,0.519927536231884,31.29214237909764
Synthetic,USAD,2048,0.8459251811594204,0.5131205077172981,0.4927536231884058,0.4927536231884058,0.4927536231884058,30.69179980829358
Synthetic,USAD,3072,0.8435338768115942,0.5232554519312516,0.5,0.5,0.5,31.649680853821337
Synthetic,USAD,4096,0.8470152173913043,0.5256239279970357,0.4963768115942029,0.4963768115942029,0.4963768115942029,31.850738497450948
Synthetic,USAD,5120,0.8403789855072464,0.5315794349696261,0.5163043478260869,0.5163043478260869,0.5163043478260869,31.62015453679487
Synthetic,USAD,6144,0.862530072463768,0.5796293624137604,0.5471014492753623,0.5471014492753623,0.5471014492753623,30.380828589666635
Synthetic,LM-TAD,42,0.8511925724637682,0.5756038188396779,0.5289855072463768,0.5289855072463768,0.5289855072463768,726.9788738582283
Synthetic,LM-TAD,123,0.8638226449275364,0.5932444145952152,0.552536231884058,0.552536231884058,0.552536231884058,609.9401679448783
Synthetic,LM-TAD,456,0.8287324275362318,0.5406703718352359,0.5090579710144928,0.5090579710144928,0.5090579710144928,674.161600205116
Synthetic,LM-TAD,789,0.8213086956521739,0.46772102563655044,0.4528985507246377,0.4528985507246377,0.4528985507246377,640.9866052228026
Synthetic,LM-TAD,1024,0.8401163043478261,0.5314908924712153,0.5054347826086957,0.5054347826086957,0.5054347826086957,859.6641097511165
Synthetic,LM-TAD,2048,0.8599615942028985,0.5589655874175781,0.5217391304347826,0.5217391304347826,0.5217391304347826,772.1105397739448
Synthetic,LM-TAD,3072,0.8572710144927537,0.560053434573053,0.5072463768115942,0.5072463768115942,0.5072463768115942,763.1650737030432
Synthetic,LM-TAD,4096,0.8570581521739131,0.5710330724965144,0.532608695652174,0.532608695652174,0.532608695652174,889.8054898260161
Synthetic,LM-TAD,5120,0.8522778985507246,0.5590618638245425,0.519927536231884,0.519927536231884,0.519927536231884,803.1852880050428
Synthetic,LM-TAD,6144,0.8525221014492753,0.5711699039623214,0.5181159420289855,0.5181159420289855,0.5181159420289855,767.5399548388086
Synthetic,MST-OATD,42,0.8477521739130436,0.5451251191596445,0.5362318840579711,0.5362318840579711,0.5362318840579711,35.34606800787151
Synthetic,MST-OATD,123,0.8512619565217392,0.5259502623668597,0.5144927536231884,0.5144927536231884,0.5144927536231884,35.318585771135986
