analysis,variant,dataset,seed,AUC,AUPRC,F1,Precision,Recall,Runtime
component,g0_l1_f0,Porto-derived,789,0.9637876811594204,0.7881397069350227,0.7518115942028986,0.7518115942028986,0.7518115942028986,4.9660316000226885
component,g0_l1_f1,Porto-derived,789,0.9709797101449277,0.8352686668790466,0.7427536231884058,0.7427536231884058,0.7427536231884058,5.151347899984103
component,g1_l0_f0,Porto-derived,789,0.956868115942029,0.7945946561587474,0.7228260869565217,0.7228260869565217,0.7228260869565217,3.9103456000448205
component,g1_l0_f1,Porto-derived,789,0.9617913043478261,0.764058890104754,0.7028985507246377,0.7028985507246377,0.7028985507246377,3.9350146999931894
component,g1_l1_f0,Porto-derived,789,0.9578402173913043,0.7965527568222914,0.7264492753623188,0.7264492753623188,0.7264492753623188,5.207125199958682
component,g1_l1_f1,Porto-derived,789,0.9583811594202898,0.7551748006009861,0.6684782608695652,0.6684782608695652,0.6684782608695652,5.260517099988647
component,g0_l0_f0,Porto-derived,1024,0.958663768115942,0.8101907411758738,0.7282608695652174,0.7282608695652174,0.7282608695652174,4.973024900013115
component,g0_l0_f1,Porto-derived,1024,0.9601144927536233,0.8009077255954363,0.730072463768116,0.730072463768116,0.730072463768116,5.017696499999147
component,g0_l1_f0,Porto-derived,1024,0.9658199275362319,0.8188669415878365,0.7481884057971014,0.7481884057971014,0.7481884057971014,5.038962599996012
component,g0_l1_f1,Porto-derived,1024,0.9670753623188406,0.8185244501514858,0.7481884057971014,0.7481884057971014,0.7481884057971014,4.79700729995966
component,g1_l0_f0,Porto-derived,1024,0.9305402173913043,0.7583839197376665,0.6702898550724637,0.6702898550724637,0.6702898550724637,3.8762993999989703
component,g1_l0_f1,Porto-derived,1024,0.9638699275362319,0.7995823058020797,0.7282608695652174,0.7282608695652174,0.7282608695652174,3.579467300034594
component,g1_l1_f0,Porto-derived,1024,0.9457771739130435,0.7727030165743977,0.7155797101449275,0.7155797101449275,0.7155797101449275,4.343014999991283
component,g1_l1_f1,Porto-derived,1024,0.9622463768115942,0.7841514349370184,0.6920289855072463,0.6920289855072463,0.6920289855072463,5.026376000023447
component,g0_l0_f0,GeoLife,42,0.8360120481927711,0.4907071374713885,0.49096385542168675,0.49096385542168675,0.49096385542168675,4.720266999967862
component,g0_l0_f1,GeoLife,42,0.8279226907630522,0.5057171511074366,0.48493975903614456,0.48493975903614456,0.48493975903614456,4.557605199981481
component,g0_l1_f0,GeoLife,42,0.8040512048192772,0.42935893474443976,0.4367469879518072,0.4367469879518072,0.4367469879518072,4.58624360000249
component,g0_l1_f1,GeoLife,42,0.8316817269076305,0.5571549057953367,0.5783132530120482,0.5783132530120482,0.5783132530120482,4.633128499961458
component,g1_l0_f0,GeoLife,42,0.7428995983935742,0.31522291765884514,0.32228915662650603,0.32228915662650603,0.32228915662650603,4.293663899996318
component,g1_l0_f1,GeoLife,42,0.824656626506024,0.4541708843380304,0.46987951807228917,0.46987951807228917,0.46987951807228917,4.253922000003513
component,g1_l1_f0,GeoLife,42,0.7429919678714859,0.303136811512033,0.3102409638554217,0.3102409638554217,0.3102409638554217,3.4501197999925353
component,g1_l1_f1,GeoLife,42,0.812941767068273,0.4880881643881252,0.46686746987951805,0.46686746987951805,0.46686746987951805,3.2199772000312805
component,g0_l0_f0,GeoLife,123,0.8109989959839357,0.47300518873007785,0.46987951807228917,0.46987951807228917,0.46987951807228917,4.567359299981035
component,g0_l0_f1,GeoLife,123,0.8533283132530121,0.5739890870877908,0.5632530120481928,0.5632530120481928,0.5632530120481928,4.432348600006662
component,g0_l1_f0,GeoLife,123,0.7968875502008033,0.45535142074216445,0.46987951807228917,0.46987951807228917,0.46987951807228917,4.5548521999735385
component,g0_l1_f1,GeoLife,123,0.8360090361445784,0.5739047826885094,0.5512048192771084,0.5512048192771084,0.5512048192771084,4.449993500020355
component,g1_l0_f0,GeoLife,123,0.7717520080321285,0.3676477268360128,0.35843373493975905,0.35843373493975905,0.35843373493975905,3.0274077000212856
component,g1_l0_f1,GeoLife,123,0.8366234939759036,0.4815584244721911,0.4608433734939759,0.4608433734939759,0.4608433734939759,3.018979999993462
component,g1_l1_f0,GeoLife,123,0.7914829317269076,0.43557823441342153,0.39759036144578314,0.39759036144578314,0.39759036144578314,3.8300334999803454
component,g1_l1_f1,GeoLife,123,0.8453684738955825,0.5830074221368018,0.5421686746987951,0.5421686746987951,0.5421686746987951,3.529765299987048
component,g0_l0_f0,GeoLife,456,0.7842941767068272,0.3417979517996302,0.3644578313253012,0.3644578313253012,0.3644578313253012,4.483273099991493
component,g0_l0_f1,GeoLife,456,0.8475060240963854,0.5035603984816958,0.5060240963855421,0.5060240963855421,0.5060240963855421,4.572956999996677
component,g0_l1_f0,GeoLife,456,0.7553684738955824,0.30762880884971494,0.3313253012048193,0.3313253012048193,0.3313253012048193,4.607319400005508
component,g0_l1_f1,GeoLife,456,0.8407048192771083,0.4925470165906205,0.5060240963855421,0.5060240963855421,0.5060240963855421,4.484966800024267
component,g1_l0_f0,GeoLife,456,0.7231726907630522,0.27097301626428616,0.27710843373493976,0.27710843373493976,0.27710843373493976,4.6264035000349395
component,g1_l0_f1,GeoLife,456,0.8067500000000001,0.41124283695527836,0.3795180722891566,0.3795180722891566,0.3795180722891566,4.500828000018373
component,g1_l1_f0,GeoLife,456,0.7148353413654618,0.258503212890928,0.25301204819277107,0.25301204819277107,0.25301204819277107,2.9643957000225782
component,g1_l1_f1,GeoLife,456,0.790785140562249,0.38547099306855587,0.3704819277108434,0.3704819277108434,0.3704819277108434,3.6230134000070393
component,g0_l0_f0,GeoLife,789,0.8351947791164658,0.5171958089059085,0.5120481927710844,0.5120481927710844,0.5120481927710844,4.637186900014058
component,g0_l0_f1,GeoLife,789,0.8649056224899598,0.5634854606049811,0.5753012048192772,0.5753012048192772,0.5753012048192772,4.661850999982562
component,g0_l1_f0,GeoLife,789,0.8163393574297189,0.4724943921392766,0.4367469879518072,0.4367469879518072,0.4367469879518072,4.689356199989561
component,g0_l1_f1,GeoLife,789,0.8583855421686747,0.5699880975014318,0.5753012048192772,0.5753012048192772,0.5753012048192772,4.647312699991744
component,g1_l0_f0,GeoLife,789,0.8041767068273091,0.41122374862684413,0.3855421686746988,0.3855421686746988,0.3855421686746988,2.9501057000015862
component,g1_l0_f1,GeoLife,789,0.8444648594377511,0.5321042145301162,0.5602409638554217,0.5602409638554217,0.5602409638554217,3.19194210000569
component,g1_l1_f0,GeoLife,789,0.7844548192771084,0.37885515478958587,0.35843373493975905,0.35843373493975905,0.35843373493975905,3.7366408000234514
component,g1_l1_f1,GeoLife,789,0.8330160642570281,0.5468639446550833,0.5180722891566265,0.5180722891566265,0.5180722891566265,3.8899001000099815
component,g0_l0_f0,GeoLife,1024,0.7858323293172691,0.4033563592429573,0.39457831325301207,0.39457831325301207,0.39457831325301207,4.6578757999814115
component,g0_l0_f1,GeoLife,1024,0.8424538152610442,0.5061014067048426,0.5180722891566265,0.5180722891566265,0.5180722891566265,4.270235799951479
component,g0_l1_f0,GeoLife,1024,0.7567771084337349,0.3766402289055981,0.3885542168674699,0.3885542168674699,0.3885542168674699,4.592273399990518
component,g0_l1_f1,GeoLife,1024,0.811254016064257,0.4909081508410428,0.5030120481927711,0.5030120481927711,0.5030120481927711,4.183988399978261
component,g1_l0_f0,GeoLife,1024,0.7546465863453815,0.33252768922981885,0.34036144578313254,0.34036144578313254,0.34036144578313254,4.242310600006022
component,g1_l0_f1,GeoLife,1024,0.8622831325301203,0.5118011078159015,0.5180722891566265,0.5180722891566265,0.5180722891566265,3.803319400001783
component,g1_l1_f0,GeoLife,1024,0.776476907630522,0.3483260725418012,0.35843373493975905,0.35843373493975905,0.35843373493975905,3.3365160999819636
component,g1_l1_f1,GeoLife,1024,0.8479206827309236,0.5504640942450667,0.5150602409638554,0.5150602409638554,0.5150602409638554,3.778935200010892
view,spatial_path,Synthetic,42,0.7377050724637682,0.36987644686038973,0.35688405797101447,0.35688405797101447,0.35688405797101447,5.0457870999816805
view,kinematic,Synthetic,42,0.7602271739130434,0.39290207709351754,0.4384057971014493,0.4384057971014493,0.4384057971014493,3.9087413999950513
view,trajectory_shape,Synthetic,42,0.9018804347826088,0.8046486828094396,0.7336956521739131,0.7336956521739131,0.7336956521739131,4.935605199978454
view,spatial_path+kinematic,Synthetic,42,0.7851246376811594,0.41966022167410605,0.4692028985507246,0.4692028985507246,0.4692028985507246,5.120891999977175
view,spatial_path+trajectory_shape,Synthetic,42,0.9088717391304348,0.8137167778385124,0.7427536231884058,0.7427536231884058,0.7427536231884058,8.891197899996769
view,kinematic+trajectory_shape,Synthetic,42,0.8432764492753623,0.5002481365602108,0.552536231884058,0.552536231884058,0.552536231884058,7.4468203999858815
view,spatial_path+kinematic+trajectory_shape,Synthetic,42,0.8935126811594203,0.6605386944712135,0.7101449275362319,0.7101449275362319,0.7101449275362319,5.7390899999882095
view,spatial_path,Synthetic,123,0.7221195652173914,0.3169076758314665,0.3442028985507246,0.3442028985507246,0.3442028985507246,4.645100800000364
view,kinematic,Synthetic,123,0.749038768115942,0.400317319204576,0.4311594202898551,0.4311594202898551,0.4311594202898551,3.289044700009981
view,trajectory_shape,Synthetic,123,0.9108007246376811,0.8291113388549755,0.7663043478260869,0.7663043478260869,0.7663043478260869,3.0840970000135712
view,spatial_path+kinematic,Synthetic,123,0.7738789855072463,0.42464592340871715,0.4384057971014493,0.4384057971014493,0.4384057971014493,5.800907099997858
view,spatial_path+trajectory_shape,Synthetic,123,0.9165351449275363,0.8257055319285577,0.7554347826086957,0.7554347826086957,0.7554347826086957,5.22379109999747
view,kinematic+trajectory_shape,Synthetic,123,0.8464905797101449,0.5179142880357688,0.5090579710144928,0.5090579710144928,0.5090579710144928,10.408228499989491
view,spatial_path+kinematic+trajectory_shape,Synthetic,123,0.9005036231884059,0.6923208651762234,0.6811594202898551,0.6811594202898551,0.6811594202898551,5.700116499996511
view,spatial_path,Synthetic,456,0.7298144927536231,0.35130655352455475,0.3677536231884058,0.3677536231884058,0.3677536231884058,3.8723264999862295
view,kinematic,Synthetic,456,0.7711989130434783,0.45786008276225465,0.46195652173913043,0.46195652173913043,0.46195652173913043,3.3119823999877553
view,trajectory_shape,Synthetic,456,0.9166155797101448,0.8328243549483213,0.7608695652173914,0.7608695652173914,0.7608695652173914,6.454596600000514
view,spatial_path+kinematic,Synthetic,456,0.786448188405797,0.47842885445408,0.4782608695652174,0.4782608695652174,0.4782608695652174,5.505989400000544
view,spatial_path+trajectory_shape,Synthetic,456,0.8596804347826088,0.620137102355914,0.5869565217391305,0.5869565217391305,0.5869565217391305,5.149356799985981
view,kinematic+trajectory_shape,Synthetic,456,0.8558971014492753,0.5714891379359576,0.5670289855072463,0.5670289855072463,0.5670289855072463,5.338278899987927
view,spatial_path+kinematic+trajectory_shape,Synthetic,456,0.85049384057971,0.5878899534559607,0.5851449275362319,0.5851449275362319,0.5851449275362319,5.08576109999558
view,spatial_path,Synthetic,789,0.7060097826086956,0.31596631871333136,0.358695652173913,0.358695652173913,0.358695652173913,2.1494213999831118
view,kinematic,Synthetic,789,0.7557634057971014,0.4442974798702188,0.4583333333333333,0.4583333333333333,0.4583333333333333,5.016030900005717
view,trajectory_shape,Synthetic,789,0.9083952898550725,0.8246894698625032,0.7663043478260869,0.7663043478260869,0.7663043478260869,3.1162444000074174
view,spatial_path+kinematic,Synthetic,789,0.7917565217391305,0.48905377114379034,0.49094202898550726,0.49094202898550726,0.49094202898550726,3.044756299990695
view,spatial_path+trajectory_shape,Synthetic,789,0.8250010869565216,0.47352357912361054,0.4583333333333333,0.4583333333333333,0.4583333333333333,5.557372500014026
view,kinematic+trajectory_shape,Synthetic,789,0.8637112318840579,0.6075092059289567,0.5905797101449275,0.5905797101449275,0.5905797101449275,4.094129299977794
view,spatial_path+kinematic+trajectory_shape,Synthetic,789,0.8430202898550725,0.5773276534639511,0.5597826086956522,0.5597826086956522,0.5597826086956522,4.394640899990918
view,spatial_path,Synthetic,1024,0.7155760869565218,0.31746132568667357,0.3278985507246377,0.3278985507246377,0.3278985507246377,2.0533836999966297
view,kinematic,Synthetic,1024,0.7430608695652174,0.4163971600695578,0.447463768115942,0.447463768115942,0.447463768115942,3.0983833000063896
view,trajectory_shape,Synthetic,1024,0.8977731884057971,0.79501575875457,0.7264492753623188,0.7264492753623188,0.7264492753623188,2.7641657999774907
view,spatial_path+kinematic,Synthetic,1024,0.7829717391304347,0.41211939960096666,0.4148550724637681,0.4148550724637681,0.4148550724637681,3.2452514999895357
view,spatial_path+trajectory_shape,Synthetic,1024,0.8232014492753623,0.48672713247650584,0.4692028985507246,0.4692028985507246,0.4692028985507246,4.190121800027555
view,kinematic+trajectory_shape,Synthetic,1024,0.8265865942028986,0.518868590592414,0.5253623188405797,0.5253623188405797,0.5253623188405797,3.662891899992246
view,spatial_path+kinematic+trajectory_shape,Synthetic,1024,0.8352434782608696,0.5455404902461616,0.5416666666666666,0.5416666666666666,0.5416666666666666,3.8423041999922134
view,spatial_path,Synthetic,2048,0.7560213768115942,0.318047129951792,0.3442028985507246,0.3442028985507246,0.3442028985507246,4.273537400003988
view,kinematic,Synthetic,2048,0.76965615942029,0.45049740817072226,0.45108695652173914,0.45108695652173914,0.45108695652173914,3.06378220001352
view,trajectory_shape,Synthetic,2048,0.9122753623188405,0.8256912395146656,0.7590579710144928,0.7590579710144928,0.7590579710144928,2.6950475000194274
view,spatial_path+kinematic,Synthetic,2048,0.7962778985507246,0.4746642997448311,0.47101449275362317,0.47101449275362317,0.47101449275362317,4.799329000001308
view,spatial_path+trajectory_shape,Synthetic,2048,0.9208615942028986,0.8333432258546449,0.769927536231884,0.769927536231884,0.769927536231884,4.588240999990376
view,kinematic+trajectory_shape,Synthetic,2048,0.8622253623188408,0.5627158955884363,0.5416666666666666,0.5416666666666666,0.5416666666666666,3.7996984999917913
view,spatial_path+kinematic+trajectory_shape,Synthetic,2048,0.9116307971014492,0.7354149765212715,0.7101449275362319,0.7101449275362319,0.7101449275362319,8.169047100003809
view,spatial_path,Synthetic,3072,0.7130554347826087,0.32685953135943147,0.35144927536231885,0.35144927536231885,0.35144927536231885,2.0341489000129513
view,kinematic,Synthetic,3072,0.769483695652174,0.4115746508385157,0.44565217391304346,0.44565217391304346,0.44565217391304346,3.1993288000230677
view,trajectory_shape,Synthetic,3072,0.913272463768116,0.8227655573088092,0.7536231884057971,0.7536231884057971,0.7536231884057971,2.7130879999895114
view,spatial_path+kinematic,Synthetic,3072,0.8002289855072464,0.4728242107063204,0.47644927536231885,0.47644927536231885,0.47644927536231885,5.487158200005069
view,spatial_path+trajectory_shape,Synthetic,3072,0.8307518115942029,0.4887504013258471,0.4692028985507246,0.4692028985507246,0.4692028985507246,4.515195999993011
view,kinematic+trajectory_shape,Synthetic,3072,0.8809293478260869,0.5863908168269881,0.5996376811594203,0.5996376811594203,0.5996376811594203,5.360622700012755
view,spatial_path+kinematic+trajectory_shape,Synthetic,3072,0.8556811594202899,0.5665792869524776,0.5561594202898551,0.5561594202898551,0.5561594202898551,4.0070499000139534
view,spatial_path,Synthetic,4096,0.7124731884057972,0.3139994299540842,0.3333333333333333,0.3333333333333333,0.3333333333333333,3.357117900013691
view,kinematic,Synthetic,4096,0.7720228260869565,0.4256091454142296,0.44021739130434784,0.44021739130434784,0.44021739130434784,3.9013533999968786
view,trajectory_shape,Synthetic,4096,0.9048202898550726,0.8226318655767042,0.7626811594202898,0.7626811594202898,0.7626811594202898,3.358198200003244
view,spatial_path+kinematic,Synthetic,4096,0.795111231884058,0.44713789413838817,0.4384057971014493,0.4384057971014493,0.4384057971014493,2.878930799983209
view,spatial_path+trajectory_shape,Synthetic,4096,0.8455938405797101,0.5309310071176603,0.5036231884057971,0.5036231884057971,0.5036231884057971,2.962457399989944
view,kinematic+trajectory_shape,Synthetic,4096,0.8731199275362319,0.5760373644459322,0.5815217391304348,0.5815217391304348,0.5815217391304348,9.901537099998677
view,spatial_path+kinematic+trajectory_shape,Synthetic,4096,0.8621880434782608,0.5813370564590956,0.5561594202898551,0.5561594202898551,0.5561594202898551,9.955991199996788
view,spatial_path,Synthetic,5120,0.722202536231884,0.28661357592401204,0.3170289855072464,0.3170289855072464,0.3170289855072464,3.6930058999860194
view,kinematic,Synthetic,5120,0.7514141304347826,0.4303932217278923,0.4384057971014493,0.4384057971014493,0.4384057971014493,3.201244299998507
view,trajectory_shape,Synthetic,5120,0.912459420289855,0.8344093262758452,0.7753623188405797,0.7753623188405797,0.7753623188405797,2.6834684000059497
view,spatial_path+kinematic,Synthetic,5120,0.7853442028985507,0.4581402211717422,0.447463768115942,0.447463768115942,0.447463768115942,5.272464500012575
view,spatial_path+trajectory_shape,Synthetic,5120,0.9195057971014493,0.8405892473849769,0.7735507246376812,0.7735507246376812,0.7735507246376812,4.292155200004345
view,kinematic+trajectory_shape,Synthetic,5120,0.8649405797101449,0.6034067940836161,0.5960144927536232,0.5960144927536232,0.5960144927536232,3.4785590000101365
view,spatial_path+kinematic+trajectory_shape,Synthetic,5120,0.910216304347826,0.7845748266759368,0.7318840579710145,0.7318840579710145,0.7318840579710145,5.463743100001011
view,spatial_path,Synthetic,6144,0.753975,0.3482501010921975,0.3333333333333333,0.3333333333333333,0.3333333333333333,4.217242600017926
view,kinematic,Synthetic,6144,0.7851492753623189,0.45390094349471716,0.4692028985507246,0.4692028985507246,0.4692028985507246,3.701995400013402
view,trajectory_shape,Synthetic,6144,0.9018271739130435,0.8126401059429681,0.75,0.75,0.75,2.6719342000142206
view,spatial_path+kinematic,Synthetic,6144,0.8049199275362319,0.47644011354010335,0.483695652173913,0.483695652173913,0.483695652173913,6.049724799988326
view,spatial_path+trajectory_shape,Synthetic,6144,0.8785778985507247,0.6261972009660898,0.5797101449275363,0.5797101449275363,0.5797101449275363,5.442011499981163
view,kinematic+trajectory_shape,Synthetic,6144,0.8582144927536232,0.5469632640697804,0.5489130434782609,0.5489130434782609,0.5489130434782609,5.044462999998359
view,spatial_path+kinematic+trajectory_shape,Synthetic,6144,0.8674065217391304,0.5729251377075967,0.5652173913043478,0.5652173913043478,0.5652173913043478,5.5706988999736495
view,spatial_path,Grid-Network,42,0.8799028985507246,0.6783207396402735,0.6123188405797102,0.6123188405797102,0.6123188405797102,3.6445974999805912
view,kinematic,Grid-Network,42,0.9711630434782609,0.8833208817251487,0.7880434782608695,0.7880434782608695,0.7880434782608695,4.09848799998872
view,trajectory_shape,Grid-Network,42,0.8469456521739132,0.5975296343699453,0.48007246376811596,0.48007246376811596,0.48007246376811596,3.7146477999922354
view,spatial_path+kinematic,Grid-Network,42,0.9611586956521739,0.8451452508396832,0.7518115942028986,0.7518115942028986,0.7518115942028986,4.635902300011367
view,spatial_path+trajectory_shape,Grid-Network,42,0.8994869565217393,0.7271055525701844,0.6684782608695652,0.6684782608695652,0.6684782608695652,3.6796383000037167
view,kinematic+trajectory_shape,Grid-Network,42,0.9646188405797103,0.9030612384178017,0.8387681159420289,0.8387681159420289,0.8387681159420289,3.2358298000181094
view,spatial_path+kinematic+trajectory_shape,Grid-Network,42,0.9340960144927537,0.786651490696634,0.717391304347826,0.717391304347826,0.717391304347826,4.427528500003973
view,spatial_path,Grid-Network,123,0.8560721014492754,0.6503683732146729,0.5851449275362319,0.5851449275362319,0.5851449275362319,3.5564586000109557
view,kinematic,Grid-Network,123,0.9696757246376813,0.8702784699565516,0.769927536231884,0.769927536231884,0.769927536231884,5.003379100002348
view,trajectory_shape,Grid-Network,123,0.7720768115942029,0.2712698554947166,0.25181159420289856,0.25181159420289856,0.25181159420289856,2.7384727000026032
view,spatial_path+kinematic,Grid-Network,123,0.9356463768115942,0.7663718403205524,0.677536231884058,0.677536231884058,0.677536231884058,4.492822099971818
view,spatial_path+trajectory_shape,Grid-Network,123,0.8669489130434782,0.6745552248889435,0.6268115942028986,0.6268115942028986,0.6268115942028986,4.120376899983967
view,kinematic+trajectory_shape,Grid-Network,123,0.9067257246376812,0.598966635968839,0.519927536231884,0.519927536231884,0.519927536231884,4.131525000004331
view,spatial_path+kinematic+trajectory_shape,Grid-Network,123,0.8860699275362318,0.7012784014559612,0.6521739130434783,0.6521739130434783,0.6521739130434783,5.270495100005064
view,spatial_path,Grid-Network,456,0.8810398550724639,0.6695193915015013,0.6105072463768116,0.6105072463768116,0.6105072463768116,4.121836999984225
view,kinematic,Grid-Network,456,0.9689967391304347,0.8881513224948689,0.7989130434782609,0.7989130434782609,0.7989130434782609,3.0344387000077404
view,trajectory_shape,Grid-Network,456,0.8708840579710144,0.6257829360442417,0.5144927536231884,0.5144927536231884,0.5144927536231884,2.600853499985533
view,spatial_path+kinematic,Grid-Network,456,0.9584347826086956,0.8335348514065698,0.7373188405797102,0.7373188405797102,0.7373188405797102,4.051152000000002
view,spatial_path+trajectory_shape,Grid-Network,456,0.9011731884057972,0.7225796112139427,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.8533693999925163
view,kinematic+trajectory_shape,Grid-Network,456,0.951997463768116,0.8530712793753135,0.7572463768115942,0.7572463768115942,0.7572463768115942,3.5177527999912854
view,spatial_path+kinematic+trajectory_shape,Grid-Network,456,0.9271152173913043,0.7650536788733752,0.6920289855072463,0.6920289855072463,0.6920289855072463,4.760288899997249
view,spatial_path,Grid-Network,789,0.9037409420289854,0.6747786090877576,0.5869565217391305,0.5869565217391305,0.5869565217391305,4.888070599990897
view,kinematic,Grid-Network,789,0.9807489130434783,0.910689965966771,0.8297101449275363,0.8297101449275363,0.8297101449275363,5.395756999991136
view,trajectory_shape,Grid-Network,789,0.8516673913043478,0.5974142445575804,0.49818840579710144,0.49818840579710144,0.49818840579710144,2.9442252999870107
view,spatial_path+kinematic,Grid-Network,789,0.9668355072463768,0.8282773095103708,0.7028985507246377,0.7028985507246377,0.7028985507246377,5.791306099999929
view,spatial_path+trajectory_shape,Grid-Network,789,0.9122510869565218,0.6972780605651959,0.6231884057971014,0.6231884057971014,0.6231884057971014,4.398885700007668
view,kinematic+trajectory_shape,Grid-Network,789,0.9635739130434782,0.8777700700133279,0.802536231884058,0.802536231884058,0.802536231884058,7.3579474999860395
view,spatial_path+kinematic+trajectory_shape,Grid-Network,789,0.9366152173913043,0.7376858846731912,0.6376811594202898,0.6376811594202898,0.6376811594202898,4.959619899978861
view,spatial_path,Grid-Network,1024,0.8838876811594202,0.6753729671961223,0.6123188405797102,0.6123188405797102,0.6123188405797102,4.654807900020387
view,kinematic,Grid-Network,1024,0.9654159420289856,0.8733296217093699,0.7753623188405797,0.7753623188405797,0.7753623188405797,3.719178999977885
view,trajectory_shape,Grid-Network,1024,0.8081731884057972,0.3672015214729402,0.32608695652173914,0.32608695652173914,0.32608695652173914,3.4841875999991316
view,spatial_path+kinematic,Grid-Network,1024,0.9516416666666667,0.8027698577171049,0.6956521739130435,0.6956521739130435,0.6956521739130435,5.857162500004051
view,spatial_path+trajectory_shape,Grid-Network,1024,0.8942228260869564,0.6969194624677068,0.6268115942028986,0.6268115942028986,0.6268115942028986,6.083791900018696
view,kinematic+trajectory_shape,Grid-Network,1024,0.9307971014492754,0.7510800237233286,0.6286231884057971,0.6286231884057971,0.6286231884057971,3.3866534999979194
view,spatial_path+kinematic+trajectory_shape,Grid-Network,1024,0.9145909420289855,0.728686154175496,0.644927536231884,0.644927536231884,0.644927536231884,7.571327799989376
view,spatial_path,Grid-Network,2048,0.8868992753623189,0.6769572789142109,0.6304347826086957,0.6304347826086957,0.6304347826086957,7.323262000019895
view,kinematic,Grid-Network,2048,0.9672974637681159,0.8673115706873206,0.7663043478260869,0.7663043478260869,0.7663043478260869,4.297137700021267
view,trajectory_shape,Grid-Network,2048,0.7518166666666666,0.41761441685159484,0.36231884057971014,0.36231884057971014,0.36231884057971014,5.230798999982653
view,spatial_path+kinematic,Grid-Network,2048,0.9530692028985508,0.8074292989707267,0.7137681159420289,0.7137681159420289,0.7137681159420289,4.18148930001189
view,spatial_path+trajectory_shape,Grid-Network,2048,0.8896786231884058,0.6894982529411214,0.644927536231884,0.644927536231884,0.644927536231884,7.145892700005788
view,kinematic+trajectory_shape,Grid-Network,2048,0.9404728260869564,0.8418101570173664,0.7644927536231884,0.7644927536231884,0.7644927536231884,3.474348199990345
view,spatial_path+kinematic+trajectory_shape,Grid-Network,2048,0.9128181159420289,0.728622725354398,0.6684782608695652,0.6684782608695652,0.6684782608695652,4.595085000008112
view,spatial_path,Grid-Network,3072,0.8745945652173914,0.6876505386963221,0.6141304347826086,0.6141304347826086,0.6141304347826086,7.2080604000075255
view,kinematic,Grid-Network,3072,0.9746090579710145,0.9049982955329106,0.8206521739130435,0.8206521739130435,0.8206521739130435,4.956890499975998
view,trajectory_shape,Grid-Network,3072,0.7639394927536233,0.33382295062129885,0.3532608695652174,0.3532608695652174,0.3532608695652174,3.4820915999880526
view,spatial_path+kinematic,Grid-Network,3072,0.9565014492753623,0.8348964006335091,0.7463768115942029,0.7463768115942029,0.7463768115942029,6.951357800018741
view,spatial_path+trajectory_shape,Grid-Network,3072,0.8832315217391303,0.7053545729680835,0.6195652173913043,0.6195652173913043,0.6195652173913043,3.5657011999865063
view,kinematic+trajectory_shape,Grid-Network,3072,0.9468728260869566,0.8258862491420058,0.7028985507246377,0.7028985507246377,0.7028985507246377,5.3717697999964
view,spatial_path+kinematic+trajectory_shape,Grid-Network,3072,0.9128003623188404,0.7457728090614217,0.6503623188405797,0.6503623188405797,0.6503623188405797,4.386834600009024
view,spatial_path,Grid-Network,4096,0.904961231884058,0.7215595427814361,0.6557971014492754,0.6557971014492754,0.6557971014492754,3.2156321000074968
view,kinematic,Grid-Network,4096,0.9808978260869565,0.920286671319028,0.8387681159420289,0.8387681159420289,0.8387681159420289,3.0663461000076495
view,trajectory_shape,Grid-Network,4096,0.7403050724637681,0.32468665445724815,0.266304347826087,0.266304347826087,0.266304347826087,2.988254500000039
view,spatial_path+kinematic,Grid-Network,4096,0.969691304347826,0.8577198537164975,0.7717391304347826,0.7717391304347826,0.7717391304347826,6.4494713000021875
view,spatial_path+trajectory_shape,Grid-Network,4096,0.9094735507246376,0.7359912010277063,0.6847826086956522,0.6847826086956522,0.6847826086956522,6.368669599993154
view,kinematic+trajectory_shape,Grid-Network,4096,0.950411956521739,0.8394721997040059,0.7590579710144928,0.7590579710144928,0.7590579710144928,7.208612500020536
view,spatial_path+kinematic+trajectory_shape,Grid-Network,4096,0.9341836956521741,0.777661123687799,0.717391304347826,0.717391304347826,0.717391304347826,4.8824049999821
view,spatial_path,Grid-Network,5120,0.8908282608695652,0.6839214077203578,0.6195652173913043,0.6195652173913043,0.6195652173913043,5.281053000013344
view,kinematic,Grid-Network,5120,0.9773688405797102,0.9013152068304003,0.8134057971014492,0.8134057971014492,0.8134057971014492,3.7420129000092857
view,trajectory_shape,Grid-Network,5120,0.8618188405797103,0.6545885333340966,0.5181159420289855,0.5181159420289855,0.5181159420289855,2.9770352000196
view,spatial_path+kinematic,Grid-Network,5120,0.9555213768115942,0.815501224875578,0.717391304347826,0.717391304347826,0.717391304347826,5.759140499983914
view,spatial_path+trajectory_shape,Grid-Network,5120,0.9099282608695651,0.7289750507411126,0.6557971014492754,0.6557971014492754,0.6557971014492754,5.481823100009933
view,kinematic+trajectory_shape,Grid-Network,5120,0.9654739130434784,0.8926451368888585,0.8152173913043478,0.8152173913043478,0.8152173913043478,3.507981300004758
view,spatial_path+kinematic+trajectory_shape,Grid-Network,5120,0.9323518115942028,0.768589324634674,0.6739130434782609,0.6739130434782609,0.6739130434782609,4.864186200022232
view,spatial_path,Grid-Network,6144,0.8917492753623188,0.6853360481130423,0.5706521739130435,0.5706521739130435,0.5706521739130435,6.00278859998798
