analysis,variant,dataset,seed,AUC,AUPRC,F1,Precision,Recall,Runtime
view,kinematic,Grid-Network,6144,0.9345815217391303,0.7864061923416257,0.7083333333333334,0.7083333333333334,0.7083333333333334,2.824944600026356
view,trajectory_shape,Grid-Network,6144,0.8644054347826088,0.5871729304680221,0.47282608695652173,0.47282608695652173,0.47282608695652173,2.6579230000206735
view,spatial_path+kinematic,Grid-Network,6144,0.9362376811594203,0.8063167055841289,0.7155797101449275,0.7155797101449275,0.7155797101449275,3.993523799988907
view,spatial_path+trajectory_shape,Grid-Network,6144,0.9082753623188405,0.7366031421827417,0.6340579710144928,0.6340579710144928,0.6340579710144928,5.1717376000015065
view,kinematic+trajectory_shape,Grid-Network,6144,0.9421514492753624,0.8373735565883071,0.7644927536231884,0.7644927536231884,0.7644927536231884,3.394090599991614
view,spatial_path+kinematic+trajectory_shape,Grid-Network,6144,0.9279050724637681,0.7823957499299983,0.677536231884058,0.677536231884058,0.677536231884058,4.4772447000141256
view,spatial_path,Porto-derived,42,0.8927221014492754,0.6412920717288249,0.6938405797101449,0.6938405797101449,0.6938405797101449,3.0744984000048134
view,kinematic,Porto-derived,42,0.9813050724637682,0.8874583169239727,0.822463768115942,0.822463768115942,0.822463768115942,4.855669299984584
view,trajectory_shape,Porto-derived,42,0.9040358695652174,0.7606091408248378,0.6902173913043478,0.6902173913043478,0.6902173913043478,4.0480714999721386
view,spatial_path+kinematic,Porto-derived,42,0.9738094202898551,0.8625049171345112,0.7898550724637681,0.7898550724637681,0.7898550724637681,3.48041839999496
view,spatial_path+trajectory_shape,Porto-derived,42,0.9340311594202897,0.7927765694403157,0.7681159420289855,0.7681159420289855,0.7681159420289855,3.7255778000107966
view,kinematic+trajectory_shape,Porto-derived,42,0.9853083333333332,0.9188544294990819,0.875,0.875,0.875,3.729638299992075
view,spatial_path+kinematic+trajectory_shape,Porto-derived,42,0.9760891304347826,0.8798782588753034,0.8007246376811594,0.8007246376811594,0.8007246376811594,3.6180671000038274
view,spatial_path,Porto-derived,123,0.9617032608695653,0.7078578484220168,0.717391304347826,0.717391304347826,0.717391304347826,3.2393911000108346
view,kinematic,Porto-derived,123,0.9722268115942029,0.874584890006957,0.8242753623188406,0.8242753623188406,0.8242753623188406,3.2142469999962486
view,trajectory_shape,Porto-derived,123,0.8498884057971015,0.6331236882028695,0.5543478260869565,0.5543478260869565,0.5543478260869565,3.3268615000124555
view,spatial_path+kinematic,Porto-derived,123,0.9753699275362319,0.848869838584697,0.7626811594202898,0.7626811594202898,0.7626811594202898,7.615690900012851
view,spatial_path+trajectory_shape,Porto-derived,123,0.9658286231884057,0.7379297120418703,0.7427536231884058,0.7427536231884058,0.7427536231884058,5.246342600003118
view,kinematic+trajectory_shape,Porto-derived,123,0.9797782608695653,0.8960303972781887,0.8478260869565217,0.8478260869565217,0.8478260869565217,6.849916800012579
view,spatial_path+kinematic+trajectory_shape,Porto-derived,123,0.9739786231884059,0.8217528613683114,0.7626811594202898,0.7626811594202898,0.7626811594202898,5.654811599990353
view,spatial_path,Porto-derived,456,0.871133695652174,0.5932646007096282,0.5760869565217391,0.5760869565217391,0.5760869565217391,2.3193498000036925
view,kinematic,Porto-derived,456,0.9658681159420289,0.8369992927444568,0.7481884057971014,0.7481884057971014,0.7481884057971014,6.539489799994044
view,trajectory_shape,Porto-derived,456,0.856159420289855,0.6409503916330808,0.5543478260869565,0.5543478260869565,0.5543478260869565,2.9819822999997996
view,spatial_path+kinematic,Porto-derived,456,0.9503307971014492,0.7997870288362326,0.7119565217391305,0.7119565217391305,0.7119565217391305,3.2662128999945708
view,spatial_path+trajectory_shape,Porto-derived,456,0.9335634057971015,0.7560162460006981,0.6630434782608695,0.6630434782608695,0.6630434782608695,2.70708089999971
view,kinematic+trajectory_shape,Porto-derived,456,0.9721105072463769,0.8658851489474786,0.7916666666666666,0.7916666666666666,0.7916666666666666,3.5293808999995235
view,spatial_path+kinematic+trajectory_shape,Porto-derived,456,0.9688112318840579,0.8509767550187399,0.7644927536231884,0.7644927536231884,0.7644927536231884,4.163350199989509
view,spatial_path,Porto-derived,789,0.9384753623188407,0.6066458629435174,0.5942028985507246,0.5942028985507246,0.5942028985507246,4.688656500016805
view,kinematic,Porto-derived,789,0.9355507246376812,0.8368844973397835,0.7771739130434783,0.7771739130434783,0.7771739130434783,4.177650899975561
view,trajectory_shape,Porto-derived,789,0.8822481884057969,0.6699983933750705,0.6141304347826086,0.6141304347826086,0.6141304347826086,4.156364100024803
view,spatial_path+kinematic,Porto-derived,789,0.9542028985507247,0.7967120608564764,0.7010869565217391,0.7010869565217391,0.7010869565217391,4.010561900009634
view,spatial_path+trajectory_shape,Porto-derived,789,0.9506163043478261,0.6663458835028678,0.6286231884057971,0.6286231884057971,0.6286231884057971,5.401004199986346
view,kinematic+trajectory_shape,Porto-derived,789,0.9552826086956522,0.8537960629259954,0.7753623188405797,0.7753623188405797,0.7753623188405797,4.6016316000022925
view,spatial_path+kinematic+trajectory_shape,Porto-derived,789,0.9583811594202898,0.7551748006009861,0.6684782608695652,0.6684782608695652,0.6684782608695652,6.906369800009998
view,spatial_path,Porto-derived,1024,0.9425007246376812,0.6614790795568708,0.6557971014492754,0.6557971014492754,0.6557971014492754,2.950503400003072
view,kinematic,Porto-derived,1024,0.9689590579710146,0.8605789472917384,0.7880434782608695,0.7880434782608695,0.7880434782608695,3.7895010999927763
view,trajectory_shape,Porto-derived,1024,0.7776956521739131,0.4747593333336499,0.4329710144927536,0.4329710144927536,0.4329710144927536,2.2250273000099696
view,spatial_path+kinematic,Porto-derived,1024,0.9710213768115942,0.8351736967206451,0.7445652173913043,0.7445652173913043,0.7445652173913043,4.6588162999833
view,spatial_path+trajectory_shape,Porto-derived,1024,0.9461014492753623,0.6794890003179674,0.657608695652174,0.657608695652174,0.657608695652174,3.369818100007251
view,kinematic+trajectory_shape,Porto-derived,1024,0.9679384057971014,0.8698149986124267,0.8260869565217391,0.8260869565217391,0.8260869565217391,3.631543200026499
view,spatial_path+kinematic+trajectory_shape,Porto-derived,1024,0.9622463768115942,0.7841514349370184,0.6920289855072463,0.6920289855072463,0.6920289855072463,5.807801999995718
view,spatial_path,GeoLife,42,0.7478875502008031,0.25522064948623746,0.22590361445783133,0.22590361445783133,0.22590361445783133,3.8359441999928094
view,kinematic,GeoLife,42,0.7846445783132531,0.5826040254066823,0.536144578313253,0.536144578313253,0.536144578313253,1.7707068000163417
view,trajectory_shape,GeoLife,42,0.6201275100401606,0.2229632886363567,0.2469879518072289,0.2469879518072289,0.2469879518072289,1.948220099991886
view,spatial_path+kinematic,GeoLife,42,0.794953815261044,0.5648168284618246,0.5180722891566265,0.5180722891566265,0.5180722891566265,2.5776562999817543
view,spatial_path+trajectory_shape,GeoLife,42,0.7334487951807229,0.253336942422658,0.25,0.25,0.25,2.5263918999989983
view,kinematic+trajectory_shape,GeoLife,42,0.7712128514056225,0.5533507254737958,0.5180722891566265,0.5180722891566265,0.5180722891566265,2.2955802000069525
view,spatial_path+kinematic+trajectory_shape,GeoLife,42,0.812941767068273,0.4880881643881252,0.46686746987951805,0.46686746987951805,0.46686746987951805,2.830988600006094
view,spatial_path,GeoLife,123,0.7710953815261045,0.3010714269765851,0.32228915662650603,0.32228915662650603,0.32228915662650603,3.920738999993773
view,kinematic,GeoLife,123,0.8822771084337351,0.6633353263596787,0.5903614457831325,0.5903614457831325,0.5903614457831325,2.6569654000049923
view,trajectory_shape,GeoLife,123,0.6365381526104418,0.25413167781907464,0.25903614457831325,0.25903614457831325,0.25903614457831325,1.8762859999842476
view,spatial_path+kinematic,GeoLife,123,0.8730773092369478,0.6331674432459913,0.5783132530120482,0.5783132530120482,0.5783132530120482,2.8715353999868967
view,spatial_path+trajectory_shape,GeoLife,123,0.7471947791164659,0.29552836900884427,0.29518072289156627,0.29518072289156627,0.29518072289156627,2.5423574000014924
view,kinematic+trajectory_shape,GeoLife,123,0.8378142570281124,0.6107889848497596,0.5572289156626506,0.5572289156626506,0.5572289156626506,2.13037759999861
view,spatial_path+kinematic+trajectory_shape,GeoLife,123,0.8453684738955825,0.5830074221368018,0.5421686746987951,0.5421686746987951,0.5421686746987951,3.3521363000036217
view,spatial_path,GeoLife,456,0.6668473895582331,0.1878383928205723,0.20180722891566266,0.20180722891566266,0.20180722891566266,3.312708199984627
view,kinematic,GeoLife,456,0.8841626506024096,0.6190113541881387,0.5963855421686747,0.5963855421686747,0.5963855421686747,4.64827669999795
view,trajectory_shape,GeoLife,456,0.6244638554216868,0.19941594246141076,0.19879518072289157,0.19879518072289157,0.19879518072289157,2.1218148000189103
view,spatial_path+kinematic,GeoLife,456,0.8602690763052209,0.5587205423184575,0.5512048192771084,0.5512048192771084,0.5512048192771084,2.1579306999919936
view,spatial_path+trajectory_shape,GeoLife,456,0.691687751004016,0.19751796283140297,0.18072289156626506,0.18072289156626506,0.18072289156626506,1.7787550000066403
view,kinematic+trajectory_shape,GeoLife,456,0.8319598393574298,0.5510481161910027,0.5391566265060241,0.5391566265060241,0.5391566265060241,2.1081960999872535
view,spatial_path+kinematic+trajectory_shape,GeoLife,456,0.790785140562249,0.38547099306855587,0.3704819277108434,0.3704819277108434,0.3704819277108434,2.303717400005553
view,spatial_path,GeoLife,789,0.7947720883534137,0.3313791005239784,0.37349397590361444,0.37349397590361444,0.37349397590361444,2.922090099978959
view,kinematic,GeoLife,789,0.7883724899598393,0.6178987168127107,0.5692771084337349,0.5692771084337349,0.5692771084337349,2.092582399985986
view,trajectory_shape,GeoLife,789,0.6620732931726908,0.23170020654794743,0.25301204819277107,0.25301204819277107,0.25301204819277107,2.4559713000198826
view,spatial_path+kinematic,GeoLife,789,0.8065150602409638,0.6165054781326438,0.5783132530120482,0.5783132530120482,0.5783132530120482,4.3665700999845285
view,spatial_path+trajectory_shape,GeoLife,789,0.7845903614457832,0.32250764473337207,0.3704819277108434,0.3704819277108434,0.3704819277108434,2.6498466999910306
view,kinematic+trajectory_shape,GeoLife,789,0.7845903614457832,0.5957314610188889,0.5451807228915663,0.5451807228915663,0.5451807228915663,2.1352622999984305
view,spatial_path+kinematic+trajectory_shape,GeoLife,789,0.8330160642570281,0.5468639446550833,0.5180722891566265,0.5180722891566265,0.5180722891566265,2.7569616999826394
view,spatial_path,GeoLife,1024,0.8056887550200804,0.2999469697788462,0.3313253012048193,0.3313253012048193,0.3313253012048193,2.095452200010186
view,kinematic,GeoLife,1024,0.86375,0.6055387609403379,0.5542168674698795,0.5542168674698795,0.5542168674698795,2.9443750999926124
view,trajectory_shape,GeoLife,1024,0.5968273092369478,0.18490885833871196,0.1716867469879518,0.1716867469879518,0.1716867469879518,2.9313255999877583
view,spatial_path+kinematic,GeoLife,1024,0.8700220883534137,0.5995160602466812,0.5451807228915663,0.5451807228915663,0.5451807228915663,3.7077506000059657
view,spatial_path+trajectory_shape,GeoLife,1024,0.7753072289156626,0.2792529831066393,0.29518072289156627,0.29518072289156627,0.29518072289156627,2.5558619999792427
view,kinematic+trajectory_shape,GeoLife,1024,0.8286656626506024,0.5708839746100566,0.5391566265060241,0.5391566265060241,0.5391566265060241,1.92900939998799
view,spatial_path+kinematic+trajectory_shape,GeoLife,1024,0.8479206827309236,0.5504640942450667,0.5150602409638554,0.5150602409638554,0.5150602409638554,3.3695919000019785
sensitivity,min4,Synthetic,42,0.8839822463768117,0.6663870077463677,0.6793478260869565,0.6793478260869565,0.6793478260869565,5.231627400004072
sensitivity,min8,Synthetic,42,0.8935126811594203,0.6605386944712135,0.7101449275362319,0.7101449275362319,0.7101449275362319,4.220541799993953
sensitivity,min16,Synthetic,42,0.8992213768115943,0.6912767545388107,0.7445652173913043,0.7445652173913043,0.7445652173913043,5.665203000011388
sensitivity,min32,Synthetic,42,0.8496,0.5052299258689824,0.5543478260869565,0.5543478260869565,0.5543478260869565,4.4916228000074625
sensitivity,min4,Synthetic,123,0.9032260869565218,0.7321483128577424,0.7047101449275363,0.7047101449275363,0.7047101449275363,7.083490899996832
sensitivity,min8,Synthetic,123,0.9005036231884059,0.6923208651762234,0.6811594202898551,0.6811594202898551,0.6811594202898551,5.786094000010053
sensitivity,min16,Synthetic,123,0.9016550724637682,0.6908686195286503,0.6865942028985508,0.6865942028985508,0.6865942028985508,3.1296047999931034
sensitivity,min32,Synthetic,123,0.8528974637681159,0.5304252725221842,0.552536231884058,0.552536231884058,0.552536231884058,2.8779918999935035
sensitivity,min4,Synthetic,456,0.807713768115942,0.37441962750131325,0.322463768115942,0.322463768115942,0.322463768115942,4.311862000002293
sensitivity,min8,Synthetic,456,0.85049384057971,0.5878899534559607,0.5851449275362319,0.5851449275362319,0.5851449275362319,3.3912767999863718
sensitivity,min16,Synthetic,456,0.8955728260869567,0.7152597308419524,0.6847826086956522,0.6847826086956522,0.6847826086956522,4.17436189998989
sensitivity,min32,Synthetic,456,0.8533177536231883,0.5858618603917803,0.5778985507246377,0.5778985507246377,0.5778985507246377,5.772673700004816
sensitivity,min4,Synthetic,789,0.8892989130434783,0.73790949296707,0.7028985507246377,0.7028985507246377,0.7028985507246377,8.173584600008326
sensitivity,min8,Synthetic,789,0.8430202898550725,0.5773276534639511,0.5597826086956522,0.5597826086956522,0.5597826086956522,3.5705407000205014
sensitivity,min16,Synthetic,789,0.8514442028985507,0.6259607352121441,0.5905797101449275,0.5905797101449275,0.5905797101449275,2.2964082999969833
sensitivity,min32,Synthetic,789,0.8476655797101449,0.5994953388592178,0.5851449275362319,0.5851449275362319,0.5851449275362319,1.9506801000097767
sensitivity,min4,Synthetic,1024,0.8146166666666668,0.490239493540986,0.49818840579710144,0.49818840579710144,0.49818840579710144,2.995509700005641
sensitivity,min8,Synthetic,1024,0.8352434782608696,0.5455404902461616,0.5416666666666666,0.5416666666666666,0.5416666666666666,2.487136699986877
sensitivity,min16,Synthetic,1024,0.8415605072463769,0.5619291843533518,0.5489130434782609,0.5489130434782609,0.5489130434782609,4.173574300017208
sensitivity,min32,Synthetic,1024,0.8428489130434784,0.5426510221055402,0.5398550724637681,0.5398550724637681,0.5398550724637681,2.825088300014613
sensitivity,min4,Synthetic,2048,0.8572083333333333,0.5523810256931766,0.5344202898550725,0.5344202898550725,0.5344202898550725,6.4665174999972805
sensitivity,min8,Synthetic,2048,0.9116307971014492,0.7354149765212715,0.7101449275362319,0.7101449275362319,0.7101449275362319,5.437032200017711
sensitivity,min16,Synthetic,2048,0.9205137681159421,0.783624765363903,0.7572463768115942,0.7572463768115942,0.7572463768115942,2.999171799980104
sensitivity,min32,Synthetic,2048,0.9101858695652174,0.6747130368621318,0.7373188405797102,0.7373188405797102,0.7373188405797102,2.4112356000114232
sensitivity,min4,Synthetic,3072,0.8675949275362319,0.6277618436738767,0.6014492753623188,0.6014492753623188,0.6014492753623188,4.254846299998462
sensitivity,min8,Synthetic,3072,0.8556811594202899,0.5665792869524776,0.5561594202898551,0.5561594202898551,0.5561594202898551,2.4992594000068493
sensitivity,min16,Synthetic,3072,0.8480865942028986,0.5224514024764539,0.5398550724637681,0.5398550724637681,0.5398550724637681,3.6904602000140585
sensitivity,min32,Synthetic,3072,0.8576695652173911,0.577040404734909,0.5833333333333334,0.5833333333333334,0.5833333333333334,4.6444421999913175
sensitivity,min4,Synthetic,4096,0.8617047101449276,0.6002892447512621,0.5597826086956522,0.5597826086956522,0.5597826086956522,4.6829291000030935
sensitivity,min8,Synthetic,4096,0.8621880434782608,0.5813370564590956,0.5561594202898551,0.5561594202898551,0.5561594202898551,4.124494899995625
sensitivity,min16,Synthetic,4096,0.8622771739130435,0.553184158889252,0.552536231884058,0.552536231884058,0.552536231884058,2.230997100006789
sensitivity,min32,Synthetic,4096,0.8598347826086957,0.5408704749082648,0.5489130434782609,0.5489130434782609,0.5489130434782609,1.9584738000121433
sensitivity,min4,Synthetic,5120,0.903719927536232,0.7524752787690325,0.7246376811594203,0.7246376811594203,0.7246376811594203,4.183494199998677
sensitivity,min8,Synthetic,5120,0.910216304347826,0.7845748266759368,0.7318840579710145,0.7318840579710145,0.7318840579710145,3.513919299992267
sensitivity,min16,Synthetic,5120,0.8391438405797101,0.5716718218102657,0.5652173913043478,0.5652173913043478,0.5652173913043478,3.967677900014678
sensitivity,min32,Synthetic,5120,0.8378405797101449,0.571357918473039,0.5634057971014492,0.5634057971014492,0.5634057971014492,2.9058059999952093
sensitivity,min4,Synthetic,6144,0.8808394927536233,0.6406625022816259,0.6177536231884058,0.6177536231884058,0.6177536231884058,6.8763218999956734
sensitivity,min8,Synthetic,6144,0.8674065217391304,0.5729251377075967,0.5652173913043478,0.5652173913043478,0.5652173913043478,5.881245600001421
sensitivity,min16,Synthetic,6144,0.8863278985507247,0.606666467130125,0.6014492753623188,0.6014492753623188,0.6014492753623188,3.0606809000018984
sensitivity,min32,Synthetic,6144,0.896395652173913,0.6609483643903634,0.6920289855072463,0.6920289855072463,0.6920289855072463,2.44302449998213
sensitivity,min4,Grid-Network,42,0.9466221014492753,0.8148224797219006,0.7409420289855072,0.7409420289855072,0.7409420289855072,3.3807249999954365
sensitivity,min8,Grid-Network,42,0.9340960144927537,0.786651490696634,0.717391304347826,0.717391304347826,0.717391304347826,2.972366799978772
sensitivity,min16,Grid-Network,42,0.9229467391304348,0.7665911022815093,0.7119565217391305,0.7119565217391305,0.7119565217391305,5.289389899990056
sensitivity,min32,Grid-Network,42,0.9234974637681159,0.7695712484850228,0.7137681159420289,0.7137681159420289,0.7137681159420289,3.802080199995544
sensitivity,min4,Grid-Network,123,0.8934873188405799,0.7098820284789451,0.6666666666666666,0.6666666666666666,0.6666666666666666,5.642243600013899
sensitivity,min8,Grid-Network,123,0.8860699275362318,0.7012784014559612,0.6521739130434783,0.6521739130434783,0.6521739130434783,5.448488399997586
sensitivity,min16,Grid-Network,123,0.8789413043478261,0.696561948352235,0.6322463768115942,0.6322463768115942,0.6322463768115942,2.719513399992138
sensitivity,min32,Grid-Network,123,0.8730108695652172,0.6930155325875655,0.6322463768115942,0.6322463768115942,0.6322463768115942,2.2909254000114743
sensitivity,min4,Grid-Network,456,0.9338195652173912,0.7755604048352853,0.6992753623188406,0.6992753623188406,0.6992753623188406,3.3369774000020698
sensitivity,min8,Grid-Network,456,0.9271152173913043,0.7650536788733752,0.6920289855072463,0.6920289855072463,0.6920289855072463,2.9605084999930114
sensitivity,min16,Grid-Network,456,0.9191789855072463,0.7305771007561774,0.6105072463768116,0.6105072463768116,0.6105072463768116,8.284869299997808
sensitivity,min32,Grid-Network,456,0.9230326086956522,0.7301414981567741,0.6268115942028986,0.6268115942028986,0.6268115942028986,4.266558300005272
sensitivity,min4,Grid-Network,789,0.9480855072463769,0.7710967112857046,0.6702898550724637,0.6702898550724637,0.6702898550724637,5.709527699975297
sensitivity,min8,Grid-Network,789,0.9366152173913043,0.7376858846731912,0.6376811594202898,0.6376811594202898,0.6376811594202898,5.3837662000150885
sensitivity,min16,Grid-Network,789,0.9309913043478261,0.7342463733975666,0.6322463768115942,0.6322463768115942,0.6322463768115942,2.742032299982384
sensitivity,min32,Grid-Network,789,0.9279873188405797,0.7400148432323843,0.6521739130434783,0.6521739130434783,0.6521739130434783,2.2484345999837387
sensitivity,min4,Grid-Network,1024,0.9147829710144928,0.726187246218267,0.644927536231884,0.644927536231884,0.644927536231884,3.3408647000032943
sensitivity,min8,Grid-Network,1024,0.9145909420289855,0.728686154175496,0.644927536231884,0.644927536231884,0.644927536231884,3.3091185000084806
sensitivity,min16,Grid-Network,1024,0.9106510869565217,0.7190862857203597,0.6376811594202898,0.6376811594202898,0.6376811594202898,4.746100300020771
sensitivity,min32,Grid-Network,1024,0.9046858695652173,0.7161644076718606,0.6141304347826086,0.6141304347826086,0.6141304347826086,8.06363649998093
sensitivity,min4,Grid-Network,2048,0.9301949275362318,0.7539448528629662,0.6884057971014492,0.6884057971014492,0.6884057971014492,5.60892060000333
sensitivity,min8,Grid-Network,2048,0.9128181159420289,0.728622725354398,0.6684782608695652,0.6684782608695652,0.6684782608695652,4.462639100005617
sensitivity,min16,Grid-Network,2048,0.9031597826086957,0.7081252323571805,0.6431159420289855,0.6431159420289855,0.6431159420289855,2.672484100010479
sensitivity,min32,Grid-Network,2048,0.9032981884057971,0.7102319635893665,0.644927536231884,0.644927536231884,0.644927536231884,2.249541599972872
sensitivity,min4,Grid-Network,3072,0.9267710144927538,0.7803007806835434,0.7101449275362319,0.7101449275362319,0.7101449275362319,3.286668799992185
sensitivity,min8,Grid-Network,3072,0.9128003623188404,0.7457728090614217,0.6503623188405797,0.6503623188405797,0.6503623188405797,3.017530299985083
sensitivity,min16,Grid-Network,3072,0.9027409420289854,0.7264004539406741,0.6340579710144928,0.6340579710144928,0.6340579710144928,4.479183899995405
sensitivity,min32,Grid-Network,3072,0.8977920289855074,0.7216225016929004,0.6485507246376812,0.6485507246376812,0.6485507246376812,5.282802900008392
sensitivity,min4,Grid-Network,4096,0.9361014492753623,0.7785122921448646,0.717391304347826,0.717391304347826,0.717391304347826,8.46197650002432
sensitivity,min8,Grid-Network,4096,0.9341836956521741,0.777661123687799,0.717391304347826,0.717391304347826,0.717391304347826,7.610348099988187
sensitivity,min16,Grid-Network,4096,0.9332057971014491,0.7776600543254272,0.7010869565217391,0.7010869565217391,0.7010869565217391,3.1001195999851916
sensitivity,min32,Grid-Network,4096,0.9150989130434781,0.747177757289771,0.6865942028985508,0.6865942028985508,0.6865942028985508,2.2705902000016067
sensitivity,min4,Grid-Network,5120,0.9375170289855073,0.7815538635722643,0.7137681159420289,0.7137681159420289,0.7137681159420289,3266.291989599995
sensitivity,min8,Grid-Network,5120,0.9323518115942028,0.768589324634674,0.6739130434782609,0.6739130434782609,0.6739130434782609,3.0972499000199605
sensitivity,min16,Grid-Network,5120,0.923241304347826,0.7447555801847571,0.644927536231884,0.644927536231884,0.644927536231884,4.724016299995128
sensitivity,min32,Grid-Network,5120,0.921291304347826,0.7442922227338626,0.6358695652173914,0.6358695652173914,0.6358695652173914,3.8977101999917068
sensitivity,min4,Grid-Network,6144,0.9294485507246377,0.7872873563691932,0.6902173913043478,0.6902173913043478,0.6902173913043478,4.33140860000276
sensitivity,min8,Grid-Network,6144,0.9279050724637681,0.7823957499299983,0.677536231884058,0.677536231884058,0.677536231884058,4.055456000001868
sensitivity,min16,Grid-Network,6144,0.9097815217391305,0.7522771890638104,0.6739130434782609,0.6739130434782609,0.6739130434782609,3.5784840999986045
sensitivity,min32,Grid-Network,6144,0.9030152173913044,0.7363248101835418,0.6630434782608695,0.6630434782608695,0.6630434782608695,2.1152713999908883
sensitivity,min4,Porto-derived,42,0.9742807971014493,0.8058108118230108,0.7518115942028986,0.7518115942028986,0.7518115942028986,10.438887999975123
sensitivity,min8,Porto-derived,42,0.9760891304347826,0.8798782588753034,0.8007246376811594,0.8007246376811594,0.8007246376811594,4.654435600008583
sensitivity,min16,Porto-derived,42,0.9525804347826088,0.8122732665137629,0.7518115942028986,0.7518115942028986,0.7518115942028986,3.023438800009899
sensitivity,min32,Porto-derived,42,0.9489985507246379,0.783382779064932,0.7590579710144928,0.7590579710144928,0.7590579710144928,3.0966291000077035
sensitivity,min4,Porto-derived,123,0.9737086956521739,0.8081277265133823,0.7644927536231884,0.7644927536231884,0.7644927536231884,4.540968899993459
sensitivity,min8,Porto-derived,123,0.9739786231884059,0.8217528613683114,0.7626811594202898,0.7626811594202898,0.7626811594202898,4.186959999991814
sensitivity,min16,Porto-derived,123,0.9701177536231884,0.7882076217621943,0.7282608695652174,0.7282608695652174,0.7282608695652174,3.7178105000057258
sensitivity,min32,Porto-derived,123,0.963145652173913,0.7808717158502005,0.7318840579710145,0.7318840579710145,0.7318840579710145,3265.042452599999
sensitivity,min4,Porto-derived,456,0.9686913043478261,0.8428494514272737,0.7373188405797102,0.7373188405797102,0.7373188405797102,3.4582999999984168
sensitivity,min8,Porto-derived,456,0.9688112318840579,0.8509767550187399,0.7644927536231884,0.7644927536231884,0.7644927536231884,7.2322313000040594
sensitivity,min16,Porto-derived,456,0.9539344202898551,0.809641971110701,0.7264492753623188,0.7264492753623188,0.7264492753623188,3.770814999996219
sensitivity,min32,Porto-derived,456,0.9302992753623187,0.7421487982663318,0.6793478260869565,0.6793478260869565,0.6793478260869565,2.8873839000007138
sensitivity,min4,Porto-derived,789,0.9567619565217391,0.7343192559191073,0.657608695652174,0.657608695652174,0.657608695652174,4.060100100003183
sensitivity,min8,Porto-derived,789,0.9583811594202898,0.7551748006009861,0.6684782608695652,0.6684782608695652,0.6684782608695652,4.8165245999989565
sensitivity,min16,Porto-derived,789,0.9421072463768116,0.7434479591171511,0.6992753623188406,0.6992753623188406,0.6992753623188406,3.182719900010852
sensitivity,min32,Porto-derived,789,0.9154289855072463,0.7009420064151063,0.6594202898550725,0.6594202898550725,0.6594202898550725,8.859920199989574
sensitivity,min4,Porto-derived,1024,0.9621623188405797,0.7744748348736444,0.6992753623188406,0.6992753623188406,0.6992753623188406,3.6578570999845397
sensitivity,min8,Porto-derived,1024,0.9622463768115942,0.7841514349370184,0.6920289855072463,0.6920289855072463,0.6920289855072463,3.933939799986547
sensitivity,min16,Porto-derived,1024,0.9576710144927536,0.7573034725557458,0.6757246376811594,0.6757246376811594,0.6757246376811594,4.7692981000000145
sensitivity,min32,Porto-derived,1024,0.957455072463768,0.7629315403690464,0.6793478260869565,0.6793478260869565,0.6793478260869565,4.263438699999824
sensitivity,min4,GeoLife,42,0.8128323293172691,0.4466720782282322,0.42771084337349397,0.42771084337349397,0.42771084337349397,2.9347150000103284
sensitivity,min8,GeoLife,42,0.812941767068273,0.4880881643881252,0.46686746987951805,0.46686746987951805,0.46686746987951805,2.3227024000079837
sensitivity,min16,GeoLife,42,0.8117289156626506,0.46959890274731825,0.4578313253012048,0.4578313253012048,0.4578313253012048,2.249896599998465
sensitivity,min32,GeoLife,42,0.8163524096385543,0.4515787423995549,0.4397590361445783,0.4397590361445783,0.4397590361445783,2.605719700019108
sensitivity,min4,GeoLife,123,0.8438192771084337,0.573749220926271,0.5451807228915663,0.5451807228915663,0.5451807228915663,2.250214400002733
sensitivity,min8,GeoLife,123,0.8453684738955825,0.5830074221368018,0.5421686746987951,0.5421686746987951,0.5421686746987951,3.05427370002144
sensitivity,min16,GeoLife,123,0.8236435742971886,0.5887370676268423,0.5572289156626506,0.5572289156626506,0.5572289156626506,3.712647999986075
sensitivity,min32,GeoLife,123,0.8061867469879518,0.5592705019580582,0.536144578313253,0.536144578313253,0.536144578313253,2.3047472999896854
sensitivity,min4,GeoLife,456,0.737225903614458,0.350675227454824,0.34036144578313254,0.34036144578313254,0.34036144578313254,3.03122770000482
sensitivity,min8,GeoLife,456,0.790785140562249,0.38547099306855587,0.3704819277108434,0.3704819277108434,0.3704819277108434,2.49196449998999
sensitivity,min16,GeoLife,456,0.7915461847389558,0.3830882181721479,0.3674698795180723,0.3674698795180723,0.3674698795180723,1.635027500014985
sensitivity,min32,GeoLife,456,0.7974558232931728,0.41076651531434977,0.37650602409638556,0.37650602409638556,0.37650602409638556,2.4065815999929328
sensitivity,min4,GeoLife,789,0.826901606425703,0.5789687521768839,0.5542168674698795,0.5542168674698795,0.5542168674698795,2.476477700023679
sensitivity,min8,GeoLife,789,0.8330160642570281,0.5468639446550833,0.5180722891566265,0.5180722891566265,0.5180722891566265,2.48680039998726
sensitivity,min16,GeoLife,789,0.7978202811244981,0.5179844383678168,0.5301204819277109,0.5301204819277109,0.5301204819277109,2.234374799998477
sensitivity,min32,GeoLife,789,0.7977289156626506,0.5184195812597217,0.5271084337349398,0.5271084337349398,0.5271084337349398,2.214226799987955
sensitivity,min4,GeoLife,1024,0.8509216867469879,0.5224786045919075,0.4879518072289157,0.4879518072289157,0.4879518072289157,2.821861100004753
